bygge_aar,bolig_areal,kvm_pris,adresse,pris,grund_areal,rum,post_nr,pageUrl
0,0 m²,0,Tinbergens Allé 111,1.099.000,600 m²,0,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=2
1933,61 m²,18.360,"Østerbro 59, ST. TV.",1.120.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=2
0,0 m²,0,Tinbergens Allé 117,1.149.000,633 m²,0,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=2
1933,60 m²,19.166,Østerbro 59 4 TV,1.150.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1911,54 m²,21.759,"Holbergsgade 2, ST. TV.",1.175.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1954,57 m²,20.964,Vesterbro 127 6. 607.,1.195.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1939,68 m²,17.573,"Hobrovej 44, 4. tv., Aalborg",1.195.000,0 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1969,90 m²,13.277,"Hadsundvej 86A, st. th.",1.195.000,0 m²,4,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1900,85 m²,14.094,Hadsundvej 21 2.,1.198.000,0 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
0,0 m²,0,Tinbergens Allé 109,1.199.000,607 m²,0,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1932,49 m²,24.489,"Europa Plads 4A, 1. tv.",1.200.000,0 m²,1,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1963,86 m²,14.476,"Sofievej 178, 2.",1.245.000,0 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
2005,60 m²,20.816,"Estlandsgade 1, ST.TH.",1.249.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1893,57 m²,21.929,"Dalgasgade 5, 2.",1.250.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1911,60 m²,20.833,"Korsgade 25, st. tv",1.250.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1958,79 m²,16.012,Havrevangen 12 1 TH,1.265.000,0 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1908,111 m²,11.486,"Reberbansgade 8, 1.sal",1.275.000,0 m²,4,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1930,57 m²,22.719,"Helgolandsgade 62, 2. tv., Vestbyen",1.295.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1937,94 m²,13.776,Skytten 1A st. th.,1.295.000,0 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1915,62 m²,20.887,"Jyllandsgade 7, 1. tv",1.295.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1934,71 m²,18.239,Vesterbro 49 1. TV.,1.295.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
2001,110 m²,-,Ravnhøj 60,1.299.000,0 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1930,63 m²,20.619,"Herluf Trolles Gade 10, 1. th.",1.299.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=3
1950,127 m²,10.228,Nørholmsvej 308,1.299.000,9368 m²,6,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1915,62 m²,21.741,"Jyllandsgade 7, 2. tv., City",1.348.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1955,65 m²,21.153,"Ivar Huitfeldts Gade 9, st. th",1.375.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1938,74 m²,18.581,"Vesterbro 19B, 1. tv.",1.375.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1880,80 m²,17.312,"Nørregade 18A, st. th., City",1.385.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
0,0 m²,0,"Morbærhaven 40, Hasseris",1.386.500,783 m²,0,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1942,76 m²,18.355,Sønderbro 37 3. tv.,1.395.000,1000 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1900,61 m²,22.868,"Nørregade 6, 1.TH.",1.395.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1940,59 m²,23.644,Dybbølgade 6 3. Tv.,1.395.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1910,69 m²,20.652,"Holbergsgade 17, 4.TH.",1.425.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1910,73 m²,19.520,"Petersborgvej 33, 1.",1.425.000,0 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1910,70 m²,20.357,"Holbergsgade 17, 4.TV.",1.425.000,0 m²,3,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1935,85 m²,16.764,"Grønnegangen 9, st., Aalborg Centrum",1.425.000,0 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
1919,58 m²,24.913,"Tyge Brahes Vej 36A, st.",1.445.000,295 m²,2,9000,http://www.boliga.dk/soeg/resultater?type=Villa%252cEjerlejlighed%252cVillalejlighed%252cR%25c3%25a6kkehus%252cFritidshus%252cAndelsbolig%252cLandejendom%252cHel%25c3%25a5rsgrund%252cFritidsgrund%252cAndet%252c&byggetMin=&byggetMax=&q=&area=&kom=851&fraPostnr=&tilPostnr=&iPostnr=&gade=&minEnergi=&maxEnergi=&min=&max=&minNet=&maxNet=&minUdg=&maxUdg=&minKvmPris=&maxKvmPris=&minLiggetid=&maxLiggetid=&minRooms=&maxRooms=&minSize=&maxSize=&minGardenSize=&maxGardenSize=&minBasementSize=&maxBasementSize=&minEtage=&maxEtage=&page=4
